时间,标题,内容,记者
2017年7月3日,"
台湾力图兼顾美国军售与台海稳定
",台北当局正试图在争取华盛顿的支持以及维持两岸关系的努力当中谋求最佳平衡点... 美国川普政府近日来做出了一连串被视为向北京施压的动作，其中包括宣布向台湾... 不过，认识蔡英文多年、熟悉她工作方式的彭光理说，他相信蔡英文作为台湾总统有能力在处理美台军售与两岸关系之间找到一个适当的平衡点... 但是，她很谨慎，她愿意承受来自各方的批评以求得两岸关系的平稳，我想这一点得到了美国的欣赏... , 黎堡
2017年7月2日,"
海峡论谈：""台独""与""港独"" 哪个更危险？
",习近平的七一谈话对港独发出严厉警告... 但比较值得注意的是，习近平现在喊出全面依法治国的口号，但是却把中英联合声明当成历史文件，使得台湾对九二共识这个过去国共之间商议的事情也打上一个问号，这各举动对两岸关系的负面影响深远... 你说他汉奸也好，卖国贼也罢，没有关系，香港人特别是一些年青人认为，中国没有管过他们一天... 当时台湾的民众是认为一国两制跟我们完全没有关系的... , 樊冬宁
2017年6月30日,"
台湾：美国军售将有助于和北京进一步对话
",台湾政府表示，美国对台军售将让台湾更具信心与北京展开进一步对话，还有立法委员认为，两岸关系不会因此更加恶化，学者指出，台美关系仍然在正常的轨道上运作... 外交及国防委员会委员、民进党立委蔡适应接受美国之音采访表示，美国对台军售，大家不必担心中国会不高兴，甚至两岸关系可能持续恶化，因为此举反而让美国对中国及台湾的关系不至于太过倾斜... , 张永泰
2017年6月30日,"
美批准价值14亿对台军售 国会议员表示欢迎
",美国国务院批准向台湾出售价值14亿美元的军事... 目前华盛顿和北京的关系正处在微妙阶段，美国希望中国控制拥有了核武器的朝鲜... 中国当时做出了强烈反应，但是美中关系包括两军关系并没有明显倒退... 罗伊斯议员说：“根据台湾的需要出售防御武器，是《台湾关系法》和六项保证中列出的我方承诺的一项关键条款... 声明还说：“我将继续鼎力捍卫美台关系，并将继续努力，让我们的合作伙伴关系更加强大... , 美国之音
2017年6月30日,"
美参院军事委员会通过法案允美军舰停靠高雄港
",这个法案在通过军事委员会后还有立法程序要走，包括参议院的表决及众议院的相应法案，两院表决、协调不同文字后还要送交总统签字才能成为法律，不过台海两岸政府的反应是一方感谢一方愤怒... 法案的涉台内容严重违反中美三个联合公报原则，是对中国内政的干涉，中方不可能接受，中国敦促美国遵守在台湾问题上向中方做出的承诺，立即停止美台军事联系和售台武器，避免为美中关系造成损害, 锺辰芳
2017年6月30日,"
川普政府批准第一笔对台军售
",一名美国官员对美联社说，美国国务院已经批准向台湾出售总价值13亿美元的武器装备... 这是川普总统上任后美国首次批准对台军售... 这笔军售肯定会激怒中国... 国会在星期四得到了军售通知... 议员们有30天的时间提出反对意见... 这名美国官员在正式宣布这笔军售之前没有得到公开发言的授权，因此要求不透露姓名... 美联社报道说，这笔军售包括对早期预警雷达的技术支持、反辐射导弹、鱼雷和标准-2导弹... , 美国之音
2017年6月29日,"
台湾政府及民间欢迎刘晓波赴台接受治疗
","台湾政府及民间团体都表达欢迎刘晓波赴台接受治疗，并将提供最佳的医疗照护，同时也呼吁中国政府应该释放刘晓波... 台湾政府及民间欢迎刘晓波赴台接受治疗
技术先进
台湾关怀中国人权联盟理事长杨宪宏表示，台湾治疗肝癌的技术非常先进，欢迎刘晓波能够到台湾... 杨宪宏还说，和信医院是由前海基会董事长辜振甫先生所创立，在两岸关系上，辜先生也是备受敬重的长者... ", 张永泰
2017年6月28日,"
台湾驻厄瓜多尔商务办事处被迫更名
",我听到看到的，对外的宣传都是讲我们要跟谁做朋友、我们要和善做国际援助、人民交流等，可是阻碍我们对外关系发展的就是两岸关系，踏实外交很明显看得出来，没有两岸关系，真的很难踏出一大步... 表示，中国持续透过各种手段，在国际间恶意操作其一中原则，拒绝面对中华民国存在的事实，以零和思维打压台湾国际空间，对两岸关系造成极为负面的影响，应为破坏两岸和平稳定发展负完全责任... , 张永泰
2017年6月28日,"
中国大陆辽宁号航母抵港日期新说
","中国首艘航母辽宁号预计抵达香港的时间，将晚于先前的多方猜测... 舆论关注辽宁号航行路径对台湾具有威胁意味的同时，台湾有军事专家做出不同解读... 中国大陆辽宁号航母抵港日期新说
台湾联合报说，中国首艘航母辽宁号将于... 如何看待中国海军航母辽宁号的动态，台湾军事问题专家施孝玮星期三对美国之音说：“我觉得，其实有时我们用两岸(关系）的套路，看来是可以成立的... ", 申华
2017年6月28日,"
卜睿哲：台湾故事需要让更多美国人知道
",自蔡英文政府上任后，台海两岸关系正面临严峻的挑战，台湾国际空间也因蔡政府不接受一中原则而受到比过去更严厉的打压，最近巴拿马与台湾断交就是一个警讯... 最近，美国在台协会为富布赖特台湾项目... 逐渐失去吸引力，这些年轻人更有兴趣到中国去探索或学习语言，他认为这是一个不幸的事实，尤其当台海两岸关系正面临转变，需要有更多美国人了解台湾的故事，美台民间交流比以往更加来得重要... , 锺辰芳
2017年6月28日,"
时事大家谈：“独派大佬”称与中国“高层官员”会面，中国对台政策是否需要“再检讨”？
",今天的两位嘉宾分别是中天新闻驻华盛顿特派员臧国华；美利坚大学国际关系学院顾问巫和怡... 将来在比较长的时间里，我们将会看到两岸之间有合作的地方，但可能也有竞争，争斗的地方... 所以一方面川普政府内有很多友台的官员，未来还有一些中层的官员会直接经手美中台关系，也会比较友台... 蔡政府始终存在“两国论”，将马英九留下的两岸之间热络关系走到这步田地是民进党执政的一个失败点... , 乔栈
2017年6月27日,"
美两党参议员致函川普吁对台军售勿受中国影响
","在北京当局不断加剧对... 影响
这封由国会两党议员共同联名发表的信函首先指出，美国的一中政策为美国与台湾的关系提供了基础，这个一中政策涵盖美中三个联合公报、《台湾关系法》，以及里根总统给台湾的六项保证... 不过信上说，自蔡英文总统上台后，中国对台湾的经济、军事胁迫更加严重，台海两岸紧张升级，台海和平安全也受到威胁，因此美国对台湾的支持比任何时候还要来得重要... ", 锺辰芳
2017年6月27日,"
台湾政府呼吁中国尽速释放刘晓波
",台湾政府星期一呼吁北京当局尽速释放诺贝尔和平奖得主刘晓波，同时不要动辄以滥诉与重刑威吓人权异议人士... 刘晓波因罹患晚期肝癌，其代理律师尚宝军星期一告诉美国之音刘晓波已办理保外就医... 《中央社》报道，台湾行政院大陆事务委员会表示高度关注刘晓波近日动态，希望刘晓波能尽速获得妥善的医疗照护以宽慰家属不安的心情... 陆委会表示，希望中国当局尽速释放刘晓波，并以更开阔包容的胸襟来... , 锺辰芳
2017年6月27日,"

台最新民调：58.2%民众不满意蔡英文处理两岸关系表现
",台湾最新民调显示，58.2%的民众不满意蔡英文总统处理两岸关系的表现。有学者建议，蔡英文应该更加开诚布公谈论主权问题。有前立委认为，蔡英文应该勇于批评中国的人权状况。, 张永泰
2017年6月27日,"
台民调：58%民众不满蔡英文处理两岸关系
","台最新民调：58.2%民众不满意蔡英文处理两岸关系表现
台湾民意基金会星期一公布的最新民调显示，蔡英文总统处理两岸关系的表现，34.6%的民众表示满意，不满意的则有58.2%，创下历次调查的新高... 简锡堦还指出，台湾应该坚持两岸问题必须和平解决，同时也必须尊重台湾人民的自决权，并寻求有影响力大国的理解及支持... ", 张永泰
2017年6月26日,"
台海两岸政治关系停摆 人道人文关系尴尬
",两岸政府无交流的政治关系让自然灾害、卫生健康类民生事件的救助和关怀陷入尴尬，甚至可能面临危机... 当然，在两岸关系被蔡英文紧缩的情况下，中国大陆在救灾方面，如果有任何需求，中国国民党也会尽一党之力，在可能的范围内，提供给对岸一个必要的协助... 陈仪深是台湾中研院近代史研究所研究员，他对美国之音说，2008年汶川大地震的时候，两岸关系不错时，相互协调，台湾提供了支援... , 申华
2017年6月25日,"
海峡论谈：蔡英文的“前瞻”与 “新南向” 将把台湾带向何方？
",中国的“一带一路”正在大展鸿图，反观两岸关系却仍陷入一团迷雾... 台湾首富郭台铭说，“非必要不会再回台湾投资”，连前总统陈水扁也批评蔡英文“比马英九还不如... 根据台湾媒体的最新民调，蔡英文的... 同日而语，加上北京对东盟国家的活动能量也比过去更大，因此蔡英文虽然希望分散市场，使台湾不过度依赖大陆，但要成功，必须先跟大陆的关系要保持良好，以避免大陆对其南向政策方方面面的阻挠... , 樊冬宁
2017年6月25日,"
海峡论谈：美日拥抱“一带一路” 台湾是否也该转向？
",而且目前两岸关系严峻，加上一带一路本身也有风险，中国没有监督机制，一带一路会不会变成全世界最大的烂尾楼，没有人知道... , 樊冬宁
2017年6月25日,"
海峡论谈：蔡英文的“前瞻”与 “新南向” 将把台湾带向何方？
",中国的“一带一路”正在大展鸿图，反观两岸关系，却仍陷入一团迷雾。台湾首富郭台铭说，“非必要不会再回台湾投资”，连前总统陈水扁也批评蔡英文“比马英九还不如”。根据台湾媒体的最新民调，蔡英文的支持率下滑到了历史新低，只剩21%，尽管政策受到质疑，但蔡英文推动改革的决心，却似乎是无人能敌，强调高达8800亿新台币的“前瞻计划”，绝对不是“随便做做”而已。另一方面，面对北京在国际上的处处打压，蔡英文也没再怕，提出所谓的“新南向”，究竟蔡英文的“前瞻计划”与“新南向政策”将把台湾带向何方? 北京一面祭出“穷台策略”，一面打压台湾的国际生存空间，这些招数是否正在奏效？不断被边缘化的台湾，出路究竟在哪里？,
2017年6月25日,"

海峡论谈：蔡英文的“前瞻”与 “新南向” 将把台湾带向何方？
",中国的“一带一路”正在大展鸿图，反观两岸关系，却仍陷入一团迷雾。台湾首富郭台铭说，“非必要不会再回台湾投资”，连前总统陈水扁也批评蔡英文“比马英九还不如”。根据台湾媒体的最新民调，蔡英文的支持率下滑到了历史新低，只剩21%，尽管政策受到质疑，但蔡英文推动改革的决心，却似乎是无人能敌，强调高达8800亿新台币的“前瞻计划”，绝对不是“随便做做”而已。另一方面，面对北京在国际上的处处打压，蔡英文也没再怕，提出所谓的“新南向”，究竟蔡英文的“前瞻计划”与“新南向政策”将把台湾带向何方? 北京一面祭出“穷台策略”，一面打压台湾的国际生存空间，这些招数是否正在奏效？不断被边缘化的台湾，出路究竟在哪里？,
2017年6月25日,"
林全：台湾不接受旨在消灭中华民国的“一中”原则
",只要中国继续维持这样的做法，台湾与邦交国的关系，确实有一定程度的风险和困难... 林全没有回答有关梵蒂冈和危地马拉与台湾关系可能生变的猜测，而是强调，台湾与很多国家保持实质性关系... 针对民进党内重要政治人物，尤其是赖清德对两岸政策的近期阐述，范世平教授说：“赖清德的目的就是试探一下中共的反应，中共官方目前没有针对他的讲话直接批评，双方都在摸底啦... , 申华
2017年6月23日,"
台呼吁中国大陆承诺港人治港、高度自治
",在香港回归中国20周年的前夕，台湾陆委会呼吁中国大陆不要... 中华港澳之友协会会长张五岳表示，香港民众近年来赴台就学、观光、居留乃至定居都往正面的方向发展，台港关系应该能够成为两岸关系的机会之窗... 台湾海基会董事长田弘茂星期五还指出，中共在召开19大之前，已经积极紧缩台湾的外交空间，台湾政府面对这项新的挑战，势必应该重新检讨大陆政策，以及两岸关系未来发展的动向及内涵, 张永泰
2017年6月23日,"
好莱坞大片票房强势 牵动美中贸易谈判
",的亮丽数字，这意味着去年中国票房低迷不振已成为历史，今年好莱坞发挥出主导中国票房市场的威力，好莱坞的观察家因此认为，这个趋势对中美关系，包括进行中的进口配额以及拆账比例都将带来影响... 美中经济安全审查委員会去年同时也对国会提出建议，要禁止中国国有企业收购或有效掌控美国公司，大洋两岸的大环境都对投资不利，加上从美国总统大选以來阴晴不定的美中贸易战乌云，可能让居间的... , 国符
2017年6月22日,"
台湾外交部：巴拿马总统片面解释与台断交
","在我们的工作上，我们也竭尽维护两岸的和平稳定，但是中国大陆仍然采取各种手段，持续打压和限锁我们的国际空间，例如，你们都看见的阻挠我们参加世界卫生大会，还有国际民航组织，也看到两个友邦离开的情况，一再破坏两岸和平的现状... “绝无此事”
中评社援引瓦雷斯总统的还话说，马英九在两岸建立“外交休兵”，“两岸关系相当成功”，而后来“政策突变... 瓦雷拉还对台湾高级... ", 申华
2017年6月21日,"
中国官员秘密约见台湾总统府资政辜宽敏
",台湾总统府资政辜宽敏日前接受媒体采访时说，前不久... 《镜传媒》这次采访所透露的信息，台湾民进党多位政治人物，最近接连就所谓“九二共识”发表论述，是否受两岸关系动态发展的影响， 还有待进一步厘清... 叶宜津委员6月19日也用了“兄弟之邦”说法：“其实中国可以换一个角度来想，就像英美的关系一样，如果跟台湾好好相处，它（中国）可以在国际社会上有一个兄弟，就像英美是兄弟一样... , 申华
2017年6月21日,"
台湾观光局在曼谷设立办事处可能生变
",台湾观光局在泰国设立办事处的计划... 在野党立委呼吁蔡政府处理两岸关系，面对国际现实;执政党立委则认为，台湾的对外关系应该多做少说... 这是很大的困境，希望总统还是回归一句话处理两岸关系，面对国际上的现实环境... 台湾在中美洲最重要的邦交国巴拿马日前宣布与中国建交之后，台湾总统府秘书长吴钊燮表示将全面评估两岸关系，陆委会也指出，未来将更加严格审查赴台交流大陆人士的背景及资格... , 张永泰
2017年6月21日,"
董云裳: 美中对话若涉台，将重申反对改变台海现状
",美中两国21日将在华盛顿举行... 国务院东亚事务官员董云裳说，美中对话经常会提及台湾，如果这次对话也提到，美国会向中方表明希望台海两岸持续对话，以及美国反对任何一方改变现状的一贯立场... 董云裳表示，美中关系非常复杂，涵盖各种不同的层面与这些相关的议题，蒂勒森的说法只是希望美中两国能针对这些议题未来可能的发展做现实面的讨论，并不是对美国是否遵守一中政策的问题提出质疑... , 锺辰芳
2017年6月20日,"

台湾外交前景的多层思考
",台湾务实地加强与现有邦交国关系的同时，有智库分析了台湾巴拿马断交后台湾的外交前景，以及影响台湾国际空间的两岸关系变化。有学者说，“中华民国”名号势必会被“台湾国”取代，台海就此对决不可避免。,
2017年6月20日,"
台湾外交前景的多层思考
",民调还显示，58.7%的台湾民众认为，巴台断交对两岸关系有负面影响；认为有正面影响的为19.3%；支持蔡英文就断交事件所发声明的为46.6%， 不支持的为39.5%... 但是趋统的也很... 国立台湾大学国家发展研究所法学博士曾建元在《绿营智库在两岸关系中的作用》一文中说，新台湾国策智库在民进党内并没有特定的派系色彩，其影响力除辜宽敏个人声望外，最主要来自其研究上的表现, 申华
2017年6月20日,"
台湾军方成功实施拦截导弹演训
","台湾军方日前成功进行了拦截导弹的演训，国防部发言人表示，这项结果有助于建军备战的参考... 军事专家认为，台湾部署反导弹系统，具有多重的军事及政治意义... 台湾军方成功实施拦截弹道演训
台湾军方本周一展开精准武器测试演练，首先是从台东成功镇渔港发射一枚天弓二型导弹作为靶弹，再从屏东九鹏基地发射一枚爱国者二型导弹进行实弹拦截，结果成功地在绿岛上空击毁了靶弹... ", 张永泰
2017年6月19日,"
民进党政治人物就“九二共识”发表不同看法
",新华社说，政协主席俞正声在论坛上表示，坚持体现一个中国原则的“九二共识”政治基础，维护两岸关系和平发展，是深化两岸融合发展必然要求... 新华社援引参加这次论坛的中国国民党主席洪秀柱的话说，作为一个中国人，中华文化是我们的根，两岸和平与合作是现阶段必须追寻的目标... , 申华
2017年6月19日,"
赖清德访美：中国不应该只给台湾一条路走
","他说，中国不应该只给台湾一条... 台南市长赖清德2017年6月18日在华府台湾同乡会发表演讲（美国之音钟辰芳拍摄）
​​
赖清德提到中国提出作为两岸交流条件的九二共识... 打压台湾国际空间，而是应该了解，一个进步的台湾可以带动一个繁荣的中国，而台湾也必须有共识，一个稳定的中国可以提供一个安全的台湾”，因此他认为两岸应该以对话取代对抗，以沟通取代围堵... ", 锺辰芳
2017年6月19日,"
海峡论谈：北京对台 硬中更硬 软中更软?
",会巴拿马与台湾断交之后，两岸第九届海峡论坛随即在厦门登场，国民党主席洪秀柱先到南京会见张志军，强调国民党不会放弃两岸的话语权，接着又在厦门与出席海峡论坛的中共全国政协主席俞正声面，俞正声在致词时说出重话，强调台独是台海和平与两岸关系和平发展的最大祸害，不过另一方面，北京对台湾祭出新的惠台措施，让台湾民众享有“准国民待遇”，包括... 双方又要如何打破目前的僵局... , 樊冬宁
2017年6月19日,"
海峡论谈：吕秀莲吁“和平中立”公投 台湾的活路还是死路?
",下一个跟台湾断交的可能会是... 但是在2009年巴拿马有意识和大陆建交，大陆考虑两岸关系没有答应... 除了从美中关系的角度分析台巴断交的影响之外，吕秀莲与程建人也从目前两岸关系的角度来看此事... 所在，今后台湾外交策略与思维必须完全改变，让全世界所有国家都愿意跟台湾作朋友，先建立实质关系，再来谈正式邦交，这是台湾别无选择的路，当台湾能够顺利完成‘和平中立’公投之后，全世界对... , 樊冬宁
2017年6月18日,"
海峡论谈：巴拿马与台湾断交 两岸外交战开打?
",中华民国国歌响起，台湾驻巴拿马大使馆举行降旗仪式，台湾与巴拿马超越一个世纪的外交关系，正式画上休止符，一些在场的外交官、使馆工作人员和台湾侨胞都忍不住落下眼泪。而在另一方面，两岸之间的外交战也延伸到非邦交国，据传台湾五个非邦交国，包括尼日利亚、迪拜、约旦、厄瓜多尔和巴林的驻外馆处，在北京的压力之下被要求改名，其中驻尼日利亚代表已经返回台湾，外馆也暂停运作，接下来是否可能产生骨牌效应? 下一个跟台湾断交的可能会是哪个国家? 台湾又要如何突破目前的外交困境? 海峡论谈今晚特别为您邀请到台湾前副总统吕秀莲、前外交部长暨驻美代表程建人、以及前外交部研设会主委颜建发教授一同集思广益。,
2017年6月18日,"

海峡论谈：北京对台 硬中更硬 软中更软?
",巴拿马与台湾断交之后，两岸第九届海峡论坛随即在厦门登场，国民党主席洪秀柱先到南京会见张志军，强调国民党不会放弃两岸的话语权，接着又在厦门与出席海峡论坛的中共全国政协主席俞正声会面，俞正声在致词时说出重话，强调台独是台海和平与两岸关系和平发展的最大祸害，不过另一方面，北京对台湾祭出新的惠台措施，让台湾民众享有“准国民待遇”，包括居住、就业、就学、金融、保险、旅游等六大类，其中最受到瞩目的就是在大陆就业的台湾居民将享有住房公积金缴存和使用权利，北京对台政策是否硬中更硬、软中更软?,
2017年6月18日,"
海峡论谈：北京对台 硬中更硬 软中更软?
",巴拿马与台湾断交之后，两岸第九届海峡论坛随即在厦门登场，国民党主席洪秀柱先到南京会见张志军，强调国民党不会放弃两岸的话语权，接着又在厦门与出席海峡论坛的中共全国政协主席俞正声会面，俞正声在致词时说出重话，强调台独是台海和平与两岸关系和平发展的最大祸害，不过另一方面，北京对台湾祭出新的惠台措施，让台湾民众享有“准国民待遇”，包括居住、就业、就学、金融、保险、旅游等六大类，其中最受到瞩目的就是在大陆就业的台湾居民将享有住房公积金缴存和使用权利，北京对台政策是否硬中更硬、软中更软? 两岸之间是否会升高对抗?,
2017年6月18日,"

海峡论谈：巴拿马与台湾断交 两岸外交战开打?
",中华民国国歌响起，台湾驻巴拿马大使馆举行降旗仪式，台湾与巴拿马超越一个世纪的外交关系，正式画上休止符，一些在场的外交官、使馆工作人员和台湾侨胞都忍不住落下眼泪。而在另一方面，两岸之间的外交战也延伸到非邦交国，据传台湾五个非邦交国，包括尼日利亚、迪拜、约旦、厄瓜多尔和巴林的驻外馆处，在北京的压力之下被要求改名，其中驻尼日利亚代表已经返回台湾，外馆也暂停运作，接下来是否可能产生骨牌效应? 下一个跟台湾断交的可能会是哪个国家? 台湾又要如何突破目前的外交困境? 海峡论谈今晚特别为您邀请到台湾前副总统吕秀莲、前外交部长暨驻美代表程建人、以及前外交部研设会主委颜建发教授一同集思广益。,
2017年6月16日,"
台立委期待台湾旅游法能顺利落实
","美国众议院外交事务委员会亚太小组通过了解除美台高层... 国民党立委江启臣（美国之音张永泰拍摄）
​​他说：“即便美国国会多数通过了友善或是鼓励台美关系的条款，但是行政部门基于国家利益的现实考量，特别是美中关系的考量，会不会变得谨慎，或是比以前更为保守... 江启臣委员还建议，蔡英文政府应该灵活处理两岸关系及台美关系，让这两者关系对台湾的利益起到最大的平衡作用... ", 张永泰
2017年6月16日,"
陆委会检视两岸交流不对称局面
","台湾外交困境加剧之际，台湾中国国民党主席... 陆委会检视两岸交流不对称局面
指标人物登陆
中国官媒新华社6月15日报道，台湾中国国民党主席洪秀柱抵达南京，大陆台办主任张志军当天与她会见，并表示，高度重视国共两党关系，愿在坚持“九二共识”和反对“台独”的共同政治基础上，继续保持沟通对话，维护两岸关系和平发展与台海和平稳定... ", 申华
2017年6月16日,"
时事看台：专家视点：巴拿马之后，梵蒂冈会与中国建交吗？
",巴拿马总统胡安·巴雷拉本周宣布巴拿马与中国建交，同时与台湾断交。随着台湾驻巴拿马大使馆本周四举行了降旗仪式，双方一百多年的邦交关系正是结束。面对巴拿马的断交之举，台湾将拿出何种对策？巴拿马与中国为何在此时宣布建交？在巴拿马之后，梵蒂冈是否会成为下一个与中国建交的国家？目前梵蒂冈与中国存在的主要分歧是什么？ 特邀嘉宾：美国外交关系委员会资深研究员 黄严忠教授,
2017年6月16日,"
克鲁兹吁勿屈服中国经济胁迫而孤立台湾
",1月曾经与过境美国的蔡英文总统会面的德州籍共和党联邦参议员克鲁兹(Ted Cruz)星期四就巴拿马与台湾断交一事发表声明说，他对巴拿马决定与中国建交而切断与台湾的外交关系感到警惕... 其他国家不要屈服于中国的经济胁迫，不要加入中国孤立台湾的行动，正如他在与蔡总统见面时说过，德州与台湾站在一起，他期盼与美国的盟友--台湾合作，加强彼此在所有共同关心领域的合作关系, 锺辰芳
2017年6月15日,"

台湾5个驻非邦交国办事处被迫更名
",台湾外交部表示，5个驻外馆处在中国打压下被迫更名，对此，国民党立委认为，改善两岸关系才能稳定对外关系，不过，时代力量委员则建议，台湾政府应该突破传统外交模式，走出新的道路。,
2017年6月15日,"
台湾5个驻非邦交国办事处被迫更名
","台湾外交部表示，5个驻外馆处在中国打压下被迫更名，对此，国民党立委认为，改善两岸关系才能稳定对外关系，不过，时代力量委员则建议，台湾政府应该突破传统外交模式，走出新的道路... 台湾5个驻非邦交国办事处被迫更名
中国打压... 曾铭宗委员还指出，有媒体报道蔡英文政府今年将积极推动加入联合国，他认为时机不宜，因为这只会让两岸关系雪上加霜，外交部必须审慎评估... ", 张永泰
2017年6月15日,"
时事大家谈：巴拿马断交，台湾何以应对中国的全面打压？
",巴拿马与中国大陆建交的消息深深刺痛了台湾，台北失去地处巴拿马... 中国的高压手段对台湾民众的统独心理以及两岸关系的未来走向会产生何种影响... 臧国华说，两岸的外交战确实涉及到金钱，但现在中国的钱多了起来，显得有点财大气粗... 因为这些年轻人没有经历过两岸分裂、分治的历史过程，会觉得我为什么跟世界别国的民众不一样... 无论谁在台湾主政，都要好好思考两岸关系怎么处理，国际空间如何扩展... , 许波
2017年6月14日,"
时事大家谈：巴拿马断交，台湾何以应对中国的全面打压？
",巴拿马与中国大陆建交的消息深深刺痛了台湾，台北失去地处巴拿马运河的一个最重要的邦交国，外界担心雪崩式断交潮将会接踵而至。面对对岸接连升级的压力，民进党政府仍不改其强硬立场，总统蔡英文说，北京当局永远无法否定中华民国是主权国家的事实，强调附和北京无异是向威胁屈服，更将扼杀自己的生存空间。北京在政治、经济、军事以及外交方面全方位升高对台北的压力会不会导致台湾最终分化瓦解？台湾民进党政府在内外交困的情况下有没有可能向对岸屈服？中国的高压手段对台湾民众的统独心理以及两岸关系的未来走向会产生何种影响？, 许波
2017年6月14日,"
台在野国民党要求蔡政府拿出外交对策
",台湾总统府秘书长吴钊燮还强调，将重新评估两岸情势... 林俊宪委员还说，蔡英文并没有做出破坏两岸关系的事情，反而是北京当局设下前提，硬要台湾吞下根本不存在的九二共识... 中国国台办发言人马晓光星期三表示，毁坏两岸关系和平发展的政治基础，才是导致两岸人心越来越远的主因，他说，让两岸关系重回正确方向，对于台湾当局来说是一念之间的事... , 张永泰
2017年6月14日,"
时事看台：台巴断交 巴拿马台侨：震惊、无奈
",巴拿马总统巴雷拉在当地时间12日晚间宣布巴拿马与中华人民共和国建立外交关系，同一时间，巴拿马副总统兼外交部长在北京和中国外交部长王毅签署建交公报，意味着与中华民国断绝外交关系。有关消息震惊台湾社会，台湾总统蔡英文一年前还曾率团参加巴拿马运河拓宽竣工仪式，如今却突然传出台巴断交的消息。美国之音记者李逸华做客演播室谈谈具体详情。,
2017年6月14日,"
台巴断交两岸互呛 美吁对话勿使紧张升级
",美国了解巴拿马中断了与台湾的外交关系... 中国与台湾之间跨海峡关系的稳定对美国具有深厚、持续的意义... 陆委会6月8日公布最新民调结果，有7成(73.4%)以上台湾民众拒绝中国以一中原则作为两岸政治关系前提的坚持，超过8成(83.9%)民众说，中国打压台湾国际空间已经伤害台湾人民的利益，8成... , 锺辰芳
2017年6月14日,"
北京外交打压 蔡英文：绝不在威胁下妥协让步
",我不认为这件事... 我们一直以来就知道北京会对台湾施压，这也是北京更广泛对台施压的一部分策略，我不认为这对台海两岸关系有帮助，我认为北京这么做是误判形势，不过这还有待时间来证明... 马晓光说，体现一个中国原则的九二共识是两岸关系和平发展的定海神针，只有承认九二共识、认同两岸同属一中的核心意涵，两岸关系才能重回和平发展的正确方向，“台湾当局应该认清客观大势，做出明智抉择... , 锺辰芳
2017年6月13日,"

VOA连线：中国与巴拿马建交，海峡两岸的国际外交战白热化？
",中国外交部星期二发布声明表示，与巴拿马建立关系是“基于巴中两国人民的共同利益和共识”，两国政府“同意相互尊重对方的主权和领土完整。” 中国为何选择此刻与巴拿马建交？两岸的国际外交战是否再度白热化？, 郑裕文
2017年6月13日,"

VOA连线：台湾朝野就巴拿马断交事件做出不同反应
",巴拿马星期二上午突然宣布与中国建交，台湾随即也宣布与巴拿马断交，台湾总统蔡英文召开记者会强调，不会在威胁下妥协让步，并批评北京的做法让两岸关系从和平走向对抗。另一方面，有学者认为，台湾未来的外交处境将更加严峻，甚至可能出现断交潮。, 郑裕文
2017年6月13日,"
VOA连线：中国与巴拿马建交，海峡两岸的国际外交战白热化？
",中国外交部星期二发布声明表示，与巴拿马建立关系是“基于巴中两国人民的共同利益和共识”，两国政府“同意相互尊重对方的主权和领土完整。” 中国为何选择此刻与巴拿马建交？两岸的国际外交战是否再度白热化？, 郑裕文
2017年6月13日,"
VOA连线：台湾朝野就巴拿马断交事件做出不同反应
",巴拿马星期二上午突然宣布与中国建交，台湾随即也宣布与巴拿马断交，台湾总统蔡英文召开记者会强调，不会在威胁下妥协让步，并批评北京的做法让两岸关系从和平走向对抗。另一方面，有学者认为，台湾未来的外交处境将更加严峻，甚至可能出现断交潮。, 郑裕文
2017年6月13日,"
台立委成立关注香港民主连线引发回应
",在香港庆祝主权回归中国20周年前夕，台湾绿营跨党派立委星期一成立“台湾国会关注香港民主连线”，希望借台港两地议员交流的平台，协助香港争取民主... 明报社论表示，“连线”成员主张修改港澳关系条例，给予港人政治庇护，在立法会召开听证会讨论香港问题等，令人质疑“连线”有意介入香港事务，超越正常对等交流的界限... 大家对所谓海峡两岸的政治谈判呀，会怀有很大的戒心的... , 海彦
2017年6月13日,"
中国巴拿马建交 被指拒绝九二共识后果
",有中国学者表示，越来越多的国家认识到... 巴拿马抛弃与台北政府之间的长达百年的邦交，转而与北京建立正式的官方关系，是继西非洲国家圣多美与普林西比2016年年底与台湾断交以来蔡英文政府在外交领域受到的又一次打击... 对于北京在外交领域和国际机构进一步挤压台湾的国际空间，会不会进一步使台湾民众感到受伤害的问题，胡凌炜认为，北京有必要向台湾民众说明两岸外交休兵无法维持的原因... , 叶兵
2017年6月13日,"
台湾巴拿马断交震惊台湾
","几乎与此同时，陆委会发表的声明说：“台湾严厉谴责中国大陆与巴拿马建交，破坏两岸关系... 立法院国民党团2016年6月13日记者会 （美国之音记者申华 拍摄）
​​廖国栋接着说：“我们一直督促蔡英文政府，一个基本原则就是，两岸关系才是我们国际关系的一个基础... 当你两岸关系不好的时候，国际关系也就跟着恶化... ", 申华
