时间,标题,内容,记者
2020年2月17日,"
海峡论谈：美中军机台海角力 美议员提台湾SOS法案
",台湾副总统当选人赖清德上周访问华盛顿之后，北京即使武汉肺炎... 海峡论谈邀请前美国副总统切尼的副国家安全顾问叶望辉(Stephen Yates)与台湾淡江大学国际关系学者黄裕钧深入分析... 特朗普总统任内的两个国防部长在这方面非常一致，每一次中国要破坏两岸和平稳定或者在南海或者其他地区挑战美国和国际社会的自由航行的时候，美国都会有很快的清楚的反应，这应该是合理的、应该... ,
2020年2月15日,"
两岸政治卡关 滞留武汉台湾人返台路遥遥无期
",他也不讳言，1月大选以来，台湾内部被挑起的反中浪潮并未随着选举消散，反而像一股幽灵般、绑架了民进党政府在对中国应对该有的弹性，他认为，这对未来两岸纷扰的关系埋下更多隐忧... 不过，在军事上虽然两岸军力严重失衡，但因为特朗普政府将其在亚洲的重心从南海、移到台海，不可能坐视台海的和平受损和权力失衡，这也是为什麽中共在疲于抗疫中，还派军机绕台挑衅，引来美国... , 黄丽玲
2020年2月14日,"
北京与台北就撤离武汉台商问题争执不下
",针对滞留武汉台湾民众无法返台，北京政府负责台湾事务的国务院台湾事务办公室发言人马晓光星期五（2月14日）表示，台湾执政党民进党当局和“台独”势力企图利用此次新型冠状病毒疫情“以疫谋... 湖北台湾民众返乡，协助各地区台企有序复工复产，而民进党当局和“台独”势力“利用此次疫情趁火打劫，大搞政治操弄，不断升高两岸对立对抗，肆意恶化两岸关系气氛，充分暴露出灵魂深处的丑陋... , 美国之音
2020年2月14日,"
马英九：台湾防疫政策涉及歧视陆配子女
",台湾中央流行疫情指挥中心本月12日宣布，撤回此前陆委会发布的允许因故滞留大陆的陆配子女返回台湾的政策规定... 台湾前总统马英九14日透过脸书表示，不能因为儿童或父母的国籍、族裔、社会背景的不同，而使其权利受到歧视，并质疑蔡英文政府在这次疫情所采取的部分作为，让人忧心人道精神不彰，人权保障倒退... 不过，蔡英文总统回应指出，相关决策无关歧视，是一个暂时性措施，目前掌控... ,
2020年2月14日,"
美参议员提“台湾主权象征法”允台外交官军人在美展示国旗穿制服
",美国参议院外交委员会成员克鲁兹星期四(2月13日)在国会提出“台湾主权象征法”(Taiwan Symbols... 阿肯色州参议员科顿也说，“美国持续在与台湾的关系上采取带有反效果的自我设限，‘台湾主权象征法’(Taiwan SOS Act)及‘台湾保证法’(Taiwan Assurance... “他说，“在北京正在增强对台湾的国际孤立时刻，这个法案将进一步强化美台关系... , 锺辰芳
2020年2月13日,"
台湾数码政委唐凤在华盛顿分享应对中国干预选举经验
",中国在全球的影响力活动已经引起越来越多的注意，在上个月台湾总统和立法委员选举前，台湾政府采取许多作为防范选举受到中国的干预... 的四个目的：一是要在台湾社会中散播分化的种子并削弱民主；二是要支持那些主张与北京有更紧密关系的特定候选人；三是要破坏那些不支持中国的九二共识及两岸同属一中等核心原则的政党的正当性，“所以中国明显的是要削弱民进党政府的正当性并弱化对蔡英文... , 锺辰芳
2020年2月13日,"
台湾撤回有条件开放陆配未成年子女返台的规定
",台湾中央流行疫情指挥中心星期三（2月12日）宣布，撤回此前陆委会发布的允许目前因故滞留大陆的陆配子女返台的政策规定... 台湾中央流行疫情指挥中心指挥官陈时中说，陆委会原先的政策会给台湾的医护人员带来很大的压力... 陈时中12日宣布，“撤回昨天的政策，仍持续禁止目前在中港澳等地，非我国籍的陆配子女入境台湾... 陈时中还补充说，陆配子女一开始是可以选择国籍，既然没有选择台湾的... , 美国之音
2020年2月12日,"
中国战机绕台训练之后 美国战机现踪台湾周边
",台湾国防部12日发布新闻稿指出，美籍MC-130J型机一架，本日上午沿台湾海峡，由北向南飞行... 另外，美籍B-52轰炸机2架，也沿台湾东部空域，由北向南飞行，台湾军方全程充分掌握，严密监控，其间并无异常状况... 中共战机本月9及10日连续两天进行绕台远海长航训练，10日上午，一架轰六战机曾经超越海峡中线，随即遭到台湾F16战机驱离... 中国军方表示，相关军事训练是为了遏制... , 美国之音
2020年2月11日,"
中国战机再度绕台 两岸军方各自反应
",台湾国防部发言人史顺文11日表示，中共军机这2天的远海长训是运用计划性作为，常态赴西太平洋远海飞训，目的是在向周边国家具体展现战略威慑意涵... 中共轰六等各式战机于9、10两天连续执行远海长航训练、绕台飞行，10日更曾经一度越过海峡中线，随即被台湾F16战机驱离... 另一方面，中国军网引述中国人民解放军东部战区新闻发言人张春晖大校的话说，继9日海空战备巡航之后，战区... , 美国之音
2020年2月10日,"
赖清德访美创下先例 美台关系将更上层楼?
",台湾候任副总统赖清德访问华盛顿出席美国国家祈祷早餐会与特朗普总统和彭斯副总统同场，并会见美国... 赖清德低调访问华盛顿，被认为是是美台断交后最大的美台关系突破... 不论是增进台美之间未来的合作，或者美国希望借由这次机会给下一届民进党政府更多的压力签署台美之间双边贸易协定，或者美方想要更进一步了解副总统当选人对两岸问题的看法... 这种情况下，中国大陆能否腾出手来处理美中台关系... , 樊冬宁
2020年2月10日,"
“以疫谋独”vs.“木马屠城”武汉肺炎激化两岸矛盾?
",美国和日本相继呼吁世界卫生组织WHO应该纳入台湾，北京... 又没有协调，彼此的不信任度本来就低，再加上疫情，使得很多人心急如焚，我们从旁观者来看可能认为是老弱妇孺最需要的，可是在武汉地区很多人认为不论是老弱妇孺，不管是任何人，只要是有关系的先离开武汉是第一优先，我们可以看到人性脆弱的一面，可以看到两岸政治没有互信的一面，这种事情要好好来做就必须要少一点政治算计... , 樊冬宁
2020年2月9日,"
海峡论谈：“木马屠城” vs. “以疫谋独” 武汉肺炎激化两岸矛盾?
",海峡论谈：“木马屠城” vs. “以疫谋独” 武汉肺炎激化两岸矛盾?, 樊冬宁
2020年2月9日,"
中国再派军机绕台飞行 台湾F-16战机升空监控
",台湾国防部星期天(2月9)表示，中国歼11、空警500、轰6等型机于当天上午11时许经巴士海峡由西太平洋进入宫古水道飞返原驻地，执行远海长航训练... 空军F-16战机随后紧急挂弹升空监控伴飞... 是中国今新年第二次飞越巴士海峡... 中国的空警500、轰6等型军机上月23日也曾从中国大陆南部陆续出海，飞经巴士海峡航向西太平洋，进行远海长航训练... 中国军方的“解放军报”星期天在微博... , 美国之音
2020年2月8日,"
赖清德访美遭北京抗议 卜睿哲称赖上任前会美官员有其用处
",台湾候任副总统赖清德这个星期访问华盛顿引发中国政府的强烈... 他说，对台湾、对美台关系，以及对台海两岸关系，赖清德与蔡英文保持“立场一致”(on the same page)极为重要... 相关活动并拜会有关人士已经“行之有年”，但中国对此“始终无法理性正常看待”，国台办面对两岸情势变化和防疫关头，应该思考的是改善治理之道，“无须动辄以轻慢粗俗言语批判”，否则遭到唾弃... , 锺辰芳
2020年2月7日,"
美两党议员警告：ICAO排除台湾或恶化新冠病毒疫情
","多名跨党派美国国会议员星期四(2月6日)对联合国机构国际民航组织(ICAO)发出警告说，航空旅行是流行病扩散的主要因素，将台湾排除在该组织外“可能导致新型冠状病毒疫情的蔓延更加恶化，”他们敦促ICAO让台湾成为观察员，并停止目前对那些为台湾发声的社交媒体账号进行封锁的政策... 包括众议院外委会主席、民主党众议员恩格尔(Eliot Engel, D-NY)及外委会... ", 锺辰芳
2020年2月6日,"
政治干预人道？武汉返台包机陷僵局
",第一架载有200多名武汉台商的包机2月3日夜间返台后，台湾方面继续以包机撤离滞留台商的工作因为两岸沟通管道中的政治问题陷入僵局... 而第一架返台包机后，也传出乘客成员与先前名单不符的消息，其中一名乘已经确诊身患武汉肺炎（2019新型冠状... 两岸之间尽管有不同的政治主张，但疫情当前，人权与人道，应该优先于政治的考量... 大陆各地的台商协会在两岸许多事务中扮演沟通协调的角色... , 许宁
2020年2月6日,"
台湾“斥责”WHO以不当方式称呼台湾
",台湾星期四（2月6日）“斥责”世界卫生组织（WHO）屡次以不当的... 台湾陆委会星期四抗议“中共阻挠台湾参与WHO”，指出“北京当局错误引述联大及世卫决议，并与其片面设定的‘一中原则’连结，这些政治操作已明显违反世卫宪章与国际关系原则... 陆委会的声明强调“中共当局切勿将政治因素凌驾在人类健康安全之上”，“所谓‘以疫谋独’乃推卸责任、转移焦点上纲之举，无助改善两岸关系... , 美国之音
2020年2月6日,"
武汉疫情爆发 “世卫组织”成为两岸的话语战场
",台湾外交部长吴钊燮6日透过推特批评世界卫生组织(WHO)“你有什么毛病”(What's wrong with you?)，并重申台湾就是台湾，不是中华人民共和国的任何一部分... 武汉肺炎疫情爆发之后，世卫组织每日发布疫情报告，除了将台湾置于中国之下，还以“中国，台湾” 、“台北直辖市” 、“台北及周围地区”等称呼台湾，2月3日甚至将台湾10起确诊病例误植为13起... , 美国之音
2020年2月5日,"
美参院外委会领袖会赖清德 支持世界应对冠状病毒纳入台湾
",参议员星期二(2月4日)在国会山会见了正在华盛顿访问的台湾候任副总统赖清德，议员们在会面中重申强化美台安全与经贸关系的重要性，并支持台湾“被充分包含在全世界应对新型冠状病毒的努力中... 报道，星期二，中国国台办发言人马晓光针对赖清德访美一事应询表示，一个中国原则“是中国同包括美国在内的所有国家发展关系的根本前提和政治基础”，中国坚决反对其建交国与台湾有任何官方往来... , 锺辰芳
2020年2月4日,"
台湾称中国限制其参与WHO等国际组织展现出中国“邪恶本质”
",台湾星期二（2月4日）升高与北京的口水战，指责中国把台湾排除在世卫组织(WHO)之外，“充分展现中国蛮横无理的邪恶本质... 但是中国坚持台湾参与WHO必须要接受一中原则的安排... 由于中国的反对，台湾不是世卫组织的... 中国外交部发言人华春莹星期一（2月3日）表示，WHO是由主权国家组成的联合国专门机构，台湾参与WHO等国际组织活动，必须在一个中国原则下通过两岸协商作出安排... , 美国之音
2020年2月4日,"
台湾禁止14日内访陆外国人入境 新列浙江为疫区
","因应武汉肺炎疫情，台湾外交部星期二（2月4日）宣布，将从2月7日起，禁止那些14天内入境或居住于中国大陆的一般外籍人士入境台湾... 同一天，台湾中央流行疫情指挥中心宣布将中国浙江省列为二级流行地区... 效仿多国做法 台湾将禁止14日内访陆外国人入境
台湾外交部官员2月4日在台湾中央疫情指挥中心举行的记者会上宣布，自2月7日开始，过去14日内（1月24日以后... ", 许宁
2020年2月4日,"
台湾候任副总统赖清德抵华盛顿 是否与特朗普会面引关注
",在推文中鲁比奥重申他对美台关系的强力支持，并表示双方“讨论了华盛顿与台北加强关系，以及台湾有意义参与国际组织，例如世界卫生组(WHO)及国际民航组织（ICAO）的重要性... 对于美国之音关于北京可能对赖清德访美做出强烈反应，以及对美中、两岸关系或有不利影响的提问，萧美琴表示，她“不对于后续衍生的一些状况去做分析跟预测”，祈祷早餐会的精神在于强调对宗教... , 锺辰芳
2020年2月4日,"
台湾候任副总统赖清德抵达华盛顿访问
",上个月与台湾总统蔡英文联袂赢得大选的副总统当选人赖清德星期一(2月3日)抵达华盛顿访问，他也是自1979年美台断交以来，公开访问美国首都华盛顿级别最高的台湾政治人物，观察人士认为，他的访问可能引发北京的强烈反应... 赖清德一向不讳言自己是“务实的台独工作者... 星期一，赖清德在他的脸书上贴出他与才卸任立法委员的萧美琴抵达华盛顿联合火车站(Union Station)的... , 锺辰芳
2020年2月3日,"
“口罩战争” 挑起新仇旧恨 两岸一家真能“生死与共”?
",黄裕钧 : 所谓的新仇旧恨把它从两岸关系的历史进程中做一个分析... 2008年四川地震的时候两岸的关系跟现在相较之下缓和很多，我们可以从北京当局的态度看出一二，当时北京对一中各表有比较大的包容性，那从去年习近平主席的谈话，他把两岸的问题完全简化成一国两制，一国两制在台湾是没有办法被接受的，主流民意是没有办法接受的，或许少数人... , 樊冬宁
2020年2月2日,"
香港为何迟不“封关”？全球防疫“反锁”中国？
",武汉肺炎新型冠状病毒蔓延全球，美国政府已经宣布将从美东时间周日下午五点开始封关，反观香港政府为何拒绝全面封关中门大开... 另一方面，国际航空公司接连宣布停飞中国航班，“禁飞令”连带港台也遭波及... 还有当全球针对中国来... 这样的背景下，台湾继续被打压这个毫不意外，而且坦白讲，这次台湾再次被世卫排除在专家会议，台湾人民是非常非常愤怒的，这个愤怒当然对两岸关系有非常长远的影响... , 樊冬宁
2020年2月1日,"
多名美议员致函WHO敦促让台湾成为观察员
",武汉肺炎疫情还在不断扩大中，星期五(1月31日)，台湾已经有10个确诊病例，但在世界卫生组织关于疫情的紧急会议中台湾却在中国反对下无法参加，多名美国共和党籍联邦参议员对此感到关切，星期五联名致函世卫组织总干事谭德塞，敦促WHO允许台湾以... 他说，“美国与台湾共享友谊和伙伴关系，台湾被排除在世界卫生组织外是一个侵略性行动，它伤害了国际社会对疫情协调反应的应对能力, 锺辰芳
2020年1月31日,"
鲁比奥：中国拒绝让台湾自武汉撤离其公民令人愤怒
",台湾与中国正为因新型冠状病毒滞留在武汉的数百名台湾民众是否能离开当地争论... 美国联邦参议员鲁比奥批评北京在疫情扩大的时刻拒绝让台湾撤离其公民“令人愤怒... 自武汉23日封城以来，陆委会曾经通过台海两岸既有管道向中国政府探询可能的处理方式，但中国国台办只说，已收到台湾方面的来函，当地台胞也获得“妥善照顾”，但并没有对陆委会的探询做出具体... 佛罗里达州共和党籍的参议员鲁比奥... , 锺辰芳
2020年1月31日,"
加拿大总理特鲁多：支持台湾成为世界卫生组织观察员
",加拿大总理特鲁多(Justin Trudeau)星期三(1月30日)说，加拿大政府支持台湾以观察员身份参与世界卫生组织会议，这不仅符合国际卫生界最佳利益，台湾也是国际社会抗击武汉肺炎疫情的一个重要伙伴... 这是杜鲁多首度对台湾参与国际卫生组织的问题公开表态... 特鲁多前一天才在议会质询中，回避答复保守党党魁安德鲁·西尔(Andrew Scheer)关于加拿大是否支持... , 锺辰芳
2020年1月30日,"
武汉肺炎导致延后开工 打乱大陆台商的生产线和出货
",武汉肺炎疫情持续延烧，已对中国境内、乃至台海两岸的餐饮旅游业带来立即而明显的冲击，随着抗疫力道升级，各省份近日纷纷通令宣布，要求境内大多数企业都得将开工期延至2月10日、而位于疫情... 台湾工业总会秘书长蔡练生说:“两岸的经贸关系可以说是非常、非常地密切，所以，很多重要的零组件、面板等都在大陆制造，尤其在武汉地区，它是主要的一些资讯产品的一个生产基地，因为延后开工... , 黄丽玲
2020年1月30日,"
武汉肺炎增急迫性 美学者提议“胡萝卜与大棒”策略助台参与国际组织
",武汉肺炎疫情不断扩大，台湾无法参与世界卫生组织共同对抗疫情的问题也持续引起注意，一些国际学者专家在社交媒体上力挺台湾参与国际卫生组织(WHO)、国际民航组织(ICAO)，但他们的... 参与国际组织的渥太华大学教授史国良(Scott Simon)星期二发推说，”或许美国应该收回对ICAO及所有拒绝和美国一样在1979年《台湾关系法》之下与台湾往来的联合国机构的资金... , 锺辰芳
2020年1月29日,"
台湾建议其民众避免赴大陆旅行
",台湾主管大陆事务的部门星期二（1月28日）说，因应中国大陆新型冠状病毒肺炎疫情持续升高，即日起调升湖北省为红色旅游警示区域，其他省市为橙色警示区域... 台湾大陆委员会说，根据中央流行疫情指挥部的决定，调升湖北省旅游警示灯号为“红色”，建议民众不宜前往，大陆其他地区（不含港澳）警示灯号为“橙色”，建议民众应避免非必要的旅行... 在台北一捷运站里戴着口罩的台湾民众... , 美国之音
2020年1月28日,"
国际组织屏蔽挺台参与武汉肺炎对话社媒帐号激怒美议员
","在武汉肺炎全球疫情持续扩大的时刻，美国学者在社交媒体上发文呼吁让台湾参与世卫组织的紧急会议，但其社媒帐号却遭到国际民航组织(ICAO)屏蔽，一些美国国会参、众议员对此表示谴责，参议员鲁... 美国联邦众议员加拉格尔批评中国阻挠台湾参与国际组织(取自推特）
众议院外交官关系委员会的官方特推说：“联合国的ICAO在确保航空安全方面发挥着宝贵作用... ", 锺辰芳
2020年1月27日,"
台湾实施口罩出口管制 离境人员最多携带250个
",台湾当局宣布暂时停止出口外科口罩和N95口罩一个月，以优先供应国内防疫需求... 与此同时，台湾海关部门将检查离境人员携带的口罩，规定最高限额不超过250个... 尽管台湾和大陆的政治关系紧张，两岸之间的经济和文化联系密切... 台湾已经报告5例新型冠状病毒肺炎确诊病例... 台湾加大机场出入境的检疫工作，暂停大部分中国访客入境... 台湾财政部关务署1月23日发布公告，自1月24日起至... , 美国之音
2020年1月27日,"
海峡论谈：展望庚子年 两岸政经、军事大预言
",全球华人在武汉肺炎阴影下迎来庚子新年，回顾历史庚子年总是多事之年，2020年一开年就出现武汉肺炎、美中签署贸易协议这两件大事，加上之前有专家预言2020解放军可能攻台，海峡论谈今晚邀请军事与经济专家展望2020年的两岸关系与美中台政经局势。, 樊冬宁
2020年1月26日,"
海峡论谈：展望庚子年 两岸经贸、军事大预言?
",全球华人在武汉肺炎阴影下迎来庚子新年，回顾历史庚子年总是多事之年，2020年一开年就出现武汉肺炎、美中签署贸易协议这两件大事，加上之前有专家预言2020解放军可能攻台，海峡论谈邀请美国东北大学金融系教授邱万钧; 以及台湾军事专家许剑虹，展望2020年的两岸关系与美中台政经局势。, 樊冬宁
2020年1月25日,"
武汉肺炎使台湾参与世卫再成焦点 学者称北京反对立场不会放松
",星期五（1月24日），台湾又新增2个确诊案例，使得确诊总数达到3例，患者都是来自武汉... 这个新型冠状病毒的疫情快速扩大，使台湾参与世卫组织的问题再度被搬上... 不过北京当局坚持，在一个中国原则下台湾的国际参与必须通过两岸协商来安排... 中国外交部发言人耿爽在星期三的记者会上说，“没有人比中央政府更关心台湾同胞的健康”，并强调台湾的国际参与必须在一中原则下通过两岸协商来安排, 锺辰芳
2020年1月24日,"
台湾谴责中国借武汉肺炎进行政治操作 卜睿哲：北京处境尴尬
",台北方面谴责北京借由武汉肺炎疫情进行政治操作，宣扬其“一中原则”，并且在疫情... 对于中国为何在两岸交流中断的情况下却同意让台湾派专家到武汉实地访查，曾任美国在台协会主席的卜睿哲认为，这是北京要以其条件来表达关心的做法... 不过他们也可以做的另一件事，如果他们真的想要帮助却又能不违背他们神圣的原则，就是允许台海两岸的医生协会彼此沟通，那会是民间沟通，但它可以解决问题... , 锺辰芳
2020年1月23日,"
中国军机飞经台湾南部巴士海峡
",台湾国防部星期四（1月23日）说，中国的空警500、轰6等型军机当天上午由中国大陆南部陆续出海，飞经巴士海峡航向西太平洋，进行远海长航训练活动后，循原航线飞返驻地... 目前正值传统的春节即将到来之际，台湾国防部在星期四的新闻稿中说，国防部强调“国防安全无假期”，台湾三军战备部队均按战备规定，坚守岗位，保持高度警觉，以确保台海安全与区域稳定，使民众能够安心欢度春节... , 美国之音
2020年1月23日,"
武汉肺炎疫情扩大 美国务院官员鼓励台湾被纳入世卫组织
",针对武汉肺炎疫情扩大，台湾也确诊一例新型冠状病毒案例，美国国务院一名资深官员说，美国希望台湾能被纳入世界卫生组织，这不仅有助于重要卫生信息的及时分享，同时也对中国有益... 星期三(1月22日)，国务院资深官员在一个背景简报中答复关于台湾参与世界卫生组织的... 至于台湾参与世卫组织的问题，耿爽重申中国既定立场，表示这“必须在一个中国原则下，通过两岸协商做出合情合理安排... , 锺辰芳
2020年1月23日,"
国民党败选后改革方针出炉 禁止重要党员担任中国政协人大职务
",与此同时，国民党将禁止担任中国政协、人大等机关职务者... 在台湾2020年大选中失利后，国民党饱受批评的原因包括领导层组织架构僵化、对两岸关系的阐述不受认同、对年轻选民的吸引力低、党产问题等... 在“两岸论述”方面，尽管国民党一再坚持，“九二共识”在维持两岸关系中扮演了重要的稳定性作用，但分析人士普遍认为，国民党在这次台湾选战中，在两岸关系的论述上失去了有效的话语权... , 许宁
2020年1月21日,"
蔡英文致函教宗，将尽力维护台海和平
",台湾总统蔡英文致函教宗方济各表示中国在向... 去年9月，梵蒂冈与中国达成主教任命临时协议，这被认为是中梵关系当中的一个重大进展... 蔡英文在给教宗方济各的信中说，她向来认同圣座的和平理念，期盼台海两岸能以和平方式解决... 但是，目前两岸对话困难重重，主要症结在于中国迄今不愿放下控制台湾的欲望，持续以扬言对台动武、假消息、网络攻击、外交手段等方式，威胁台湾的民主与自由与人权... , 美国之音
2020年1月21日,"
蔡英文：只要有助两岸和平，“蔡习会”任何形态互动都可考虑
",蔡英文在《三立电视台》的节目上还指出，希望对岸对于这的选举结果，能够好好坐下来想想，甚至检讨过去一段时间在处理与台湾的关系上，有什么需要调整的地方... 蔡英文还说，同样的道理，台湾方面也会好好思考，选民透过这次选举所表达的意志，如果转化在两岸政策里，一方面传达台湾人民的意志，同时继续维持两岸的和平稳定... 有评论人士认为，台湾这次选举是美国或中国的代理人之争，不过，蔡... , 美国之音
2020年1月21日,"
台湾政治世代之争：“由蓝转绿”外省第三代谈国家认同
",“在服贸（2014年《海峡两岸服务贸易协议》风波）之前，我甚至认为对于中国民主化，以及对于他们走向改革开放，对于他们愈来愈发达，愈来愈能够倾听人民的声音，我甚至还有不切实际的幻想，甚至认为未来两岸能够走向一起的制度，”霍先生说，“我最近反而因为中国对台湾的威胁，有点对他们的... , 李逸华
2020年1月20日,"
海峡论谈：2020美中台三方如何角力
",美国总统特朗普和中国副总理刘鹤，1月15日在白宫签署了美中第一阶段贸易协议... 特朗普表示，随着美中两国历史性的“一期... 有关台海关系，华盛顿一直呼吁两岸对话... 国民党此次败选后检讨两岸关系定位，考虑要“升级、调整九二共识... 所以习近平也必须对内展现出，他的对美工作基本上有一定的成果，美中关系基本能够稳固下来... 习近平说，保持中美关系健康稳定发展，符合双方利益，需要双方共同努力... , 林森
2020年1月20日,"
海峡论谈：蔡英文BBC专访传递何讯息？
",蔡英文此番言论是否会进一步加剧台海两岸的紧张局势... 我们现在的名字叫中华民国台湾，这是一个最大的公约数，她同时还在批判过去国民党执政时期的两岸关系，她说过去那个模糊的态度能够在两岸关系中取得一定稳定的成果，在台美关系中有进一步的进展，那样的环境已经不在了，她同时批判了马英九国民党执政时期，批判了习近平，说希望... , 林森
2020年1月19日,"
海峡论谈：2020美中台三方如何角力
",美国总统特朗普和中国副总理刘鹤，1月15日在白宫签署了美中第一阶段贸易协议。特朗普表示，随着美中两国历史性的“一期”贸易协议的签署，两国将迈向公平、对等贸易的未来。特朗普再次赞扬中国国家主席习近平是自己的“很好的朋友”，并表示不久将访问北京。有关台海关系，华盛顿一直呼吁两岸对话。国民党此次败选后检讨两岸关系定位，考虑要“升级、调整九二共识”。而执政的民进党则拒绝承认所谓“九二共识”，并且强烈反对北京提出的“一国两制”台湾方案。2020年美中台三方将如何角力？, 林森
2020年1月19日,"
海峡论谈：2020美中台三方如何角力
",美国总统特朗普和中国副总理刘鹤，1月15日在白宫签署了美中第一阶段贸易协议。特朗普表示，随着美中两国历史性的“一期”贸易协议的签署，两国将迈向公平、对等贸易的未来。特朗普再次赞扬中国国家主席习近平是自己的“很好的朋友”，并表示不久将访问北京。有关台海关系，华盛顿一直呼吁两岸对话。国民党此次败选后检讨两岸关系定位，考虑要“升级、调整九二共识”。而执政的民进党则拒绝承认所谓“九二共识”，并且强烈反对北京提出的“一国两制”台湾方案。2020年美中台三方将如何角力？ 主持：林森。嘉宾：台湾师范大学政治学研究所教授范世平，以及台湾淡江大学国际事务与战略所教授李大中。, 林森
2020年1月18日,"
薛瑞福：北京不与蔡英文对话是一个错误
",才卸任不久的前美国国防部印太安全事务助理部长薛瑞... “我们的军售在促进台海两岸对话方面有非常好的记录”，薛瑞福说，包括1992年老布什售台150架F-16战机后两岸在新加坡的会谈、2001年小布什政府最大一笔军售之后不久两岸即进入世贸组织、2008年64亿美元军售之后两岸即签署ECFA贸易协定等，过去几次在美国有重大对台军售之后，两岸关系都有显著甚至突破性进展... , 锺辰芳
2020年1月18日,"
【美国观察】2020年1月18日
",美国疾病控制与预防中心星期五宣布，即日起，美国的三个机场将对从中国武汉来到美国的旅客进行入境检查，以检测旅客是否存在新型冠状病毒的相关症状。台湾总统大选后的美台关系与两岸关系将何去何从？到台湾观选的美国学者为您解析台湾大选结果。香港的一些团体游行到中联办抗议中国当局新一轮围捕律师和活动人士的行动。,
2020年1月17日,"
蔡英文胜选该谢习近平？两岸领导人可能展开对话？
",蔡英文连任胜选，究竟最应该感谢的人是谁？北京的对台政策为何一错再错？台湾总统大选后的美台关系与两岸关系又将何去何从？美国之音采访团队专访多位在台湾观选的美方人士，为您深入解析,
2020年1月16日,"
蔡英文胜选该谢习近平？两岸领导人可能展开对话？
",蔡英文连任胜选，究竟最应该感谢的人是谁... 北京的对台政策为何一错再错... 台湾总统大选后的美台关系与两岸关系又将何去何从... 美国之音采访团队专访多位在台湾观选的美方人士，为您深入解析... 在台湾采访的外籍记者超过... 2016年特朗普总统与蔡英文通话，成为美台关系一个重要的里程碑... 所以我想目前在美国与台湾的关系上有一个正向的发展趋势，而这也会促进台湾人民与美国人民的共同繁荣与自由... , 樊冬宁
2020年1月16日,"
台湾举行大选后首次军事操演
",台湾海军陆战队星期四（1月16日）在台湾南部高雄举行蔡英文总统大选连任后的首次战备操演... 这次是海军陆战队特勤队执行综合格斗、应用射击和特种作战演练... 演练模拟某雷达站被敌特工人员占领，特勤队赶往驰援，制服敌军并解救人质... 另外，台湾国军飞弹快艇对入侵敌船实施雄风二号飞弹射击... 此前一天，台湾国军某旅1月15日进行了陆军备战操演... 与往常类似的备战操演一样，台湾军方的假想敌是... , 美国之音
2020年1月16日,"
蔡英文：台湾是独立国家 国台办：不要误判形势
",台湾总统蔡英文日前接受英国广播公司(BBC)专访表示，“台湾已经是独立的国家了，我们自称是中华民国(台湾... 对此，中国国台办发言人马晓光16日透过新闻稿表示，“台湾从来不是一个国家，台湾是中国神圣不可分割的一部分... 妄图挑战这铁一般的事实，只能碰得头破血流，落得身败名裂... 马晓光还说，警告民进党当局领导人，不要自我膨胀，误判形势，进一步制造台海紧张动荡，把台湾带向危险... , 美国之音
2020年1月16日,"
蔡英文：侵略台湾，中国将付沉重代价
",“侵略台湾，或试图侵略台湾，对中国来说将是一件代价极大的事... 上星期六才在大选中赢得连任的台湾总统蔡英文，星期二在台北总统府接受英国广播公司(BBC)的专访时，针对“台湾是否有能力经得起军事行动”的提问做出上面的回答... 她说，她的确认为台湾有“相当不错的能力”来面对中国的侵略或军事威胁... 对于蔡英文提到中国对台威胁与日俱增一事，究竟战争发生的风险有多大... 就是要做好准备... , 锺辰芳
2020年1月15日,"
VOA连线(叶兵)：台大选后国台办强调九二共识一国两制
",台湾总统蔡英文高票赢得选举后，有分析认为 ，这次台湾大选结果可能导致两岸关系持续紧张，甚至擦枪走火。北京官方对未来两岸关系的处置是否会有所调整？中国大陆民众对此有何看法？, 叶兵
2020年1月15日,"
国民党分析败选承认错失两岸话语权 考虑升级九二共识
",同时，国民党中常会对败选原因进行检讨分析，认为蓝营在两岸关系论述上失去民心是主要原因，并透露将调整“九二共识”的内涵... 九二共识从过去以来，确实作为台海两岸稳定发展、经贸繁荣、合作互助一个非常重要的基础... 青年党员林家兴对美国之音说，九二共识曾经为两岸关系产生过正面的效果，对美中台关系和台海和平有过正面的贡献，但在台湾已经“失去了重要的信任度... , 许宁
2020年1月15日,"
中国国台办：九二共识是两岸关系和平稳定的基础
",中国国台办发言人马晓光15日在例行记者会上就台湾总统大选结果提出4点回应，第一，坚持体现一个中国原则的“九二共识”是两岸关系和平稳定不可动摇的基础... 第二，台独分裂势力及其活动是台海和平稳定... 第三，任何人、任何势力都无法阻挡两岸关系向前发展的时代潮流... 马晓光还指出，民进党上台以来，拒不承认九二共识，这是导致两岸关系恶化、协商对话中断、台海形势更趋严峻复杂的根本原因... , 美国之音
2020年1月15日,"
蔡英文：中国需要面对现实，尊重台湾的民主
",台湾总统蔡英文14日接受英国广播公司(BBC)专访时表示，中国政府应该认真思考台湾人民透过选举所表达的期望，这是台湾人民发出的强烈信号：他们不喜欢一直被威胁... 蔡英文还说，台湾有成功的民主、亮眼的经济，值得被中国尊重... 她还强调，中国需要准备好面对现实... 以史无前例高票连任的蔡英文在胜选演说当中指出，希望两岸关系在和平、对等、民主、对话的情况下进行良性互动、互利互惠... , 美国之音
